protein_a,protein_b,length_aa,length_a,length_b,rank_count,peak_score_rank_1,peak_score_rank_2,peak_score_rank_3,peak_score_min,peak_score_max,ptm_rank_1,ptm_rank_2,ptm_rank_3,ptm_min,ptm_max,iptm_rank_1,iptm_rank_2,iptm_rank_3,iptm_min,iptm_max,max_pae_rank_1,max_pae_rank_2,max_pae_rank_3,max_pae_min,max_pae_max,bait,partner,peak_avg,peak_max_norm,peak_min_norm,peak_values_norm,ptm_avg,iptm_avg,ptm_values,iptm_values,uniprot_url
TNFA_HUMAN,A1AG2_HUMAN,434,233,201,3,5.0,9.0,9.0,5.0,9.0,0.51,0.49,0.49,0.49,0.51,0.33,0.16,0.16,0.16,0.33,31.671875,31.71875,31.71875,31.671875,31.71875,A1AG2_HUMAN,TNFA_HUMAN,0.7444444444444445,0.8333333333333334,0.7,0.833:0.7:0.7,0.49666666666666665,0.21666666666666667,0.51:0.49:0.49,0.33:0.16:0.16,https://www.uniprot.org/uniprotkb/TNFA_HUMAN/entry
UD2A2_HUMAN,A1AG2_HUMAN,737,536,201,3,17.0,17.0,24.0,17.0,24.0,0.65,0.65,0.64,0.64,0.65,0.15,0.14,0.13,0.13,0.15,31.6875,31.703125,31.625,31.625,31.703125,A1AG2_HUMAN,UD2A2_HUMAN,0.35555555555555557,0.43333333333333335,0.19999999999999996,0.433:0.433:0.2,0.6466666666666666,0.14,0.65:0.65:0.64,0.15:0.14:0.13,https://www.uniprot.org/uniprotkb/UD2A2_HUMAN/entry
UDB17_HUMAN,A1AG2_HUMAN,731,530,201,3,9.0,20.0,23.0,9.0,23.0,0.68,0.65,0.67,0.65,0.68,0.23,0.16,0.14,0.14,0.23,31.6875,31.703125,31.6875,31.6875,31.703125,A1AG2_HUMAN,UDB17_HUMAN,0.4222222222222222,0.7,0.23333333333333328,0.7:0.333:0.233,0.6666666666666666,0.17666666666666667,0.68:0.65:0.67,0.23:0.16:0.14,https://www.uniprot.org/uniprotkb/UDB17_HUMAN/entry
VWF_HUMAN,A1AG2_HUMAN,3014,2813,201,3,12.0,14.0,21.0,12.0,21.0,0.56,0.55,0.56,0.55,0.56,0.46,0.43,0.32,0.32,0.46,31.734375,31.71875,31.71875,31.71875,31.734375,A1AG2_HUMAN,VWF_HUMAN,0.4777777777777778,0.6,0.30000000000000004,0.6:0.533:0.3,0.5566666666666668,0.4033333333333333,0.56:0.55:0.56,0.46:0.43:0.32,https://www.uniprot.org/uniprotkb/VWF_HUMAN/entry
ADAS_HUMAN,A1AG2_HUMAN,859,658,201,3,9.0,18.0,22.0,9.0,22.0,0.69,0.7,0.69,0.69,0.7,0.25,0.17,0.14,0.14,0.25,31.71875,31.71875,31.734375,31.71875,31.734375,A1AG2_HUMAN,ADAS_HUMAN,0.45555555555555555,0.7,0.2666666666666667,0.7:0.4:0.267,0.6933333333333334,0.18666666666666668,0.69:0.7:0.69,0.25:0.17:0.14,https://www.uniprot.org/uniprotkb/ADAS_HUMAN/entry
AMYP_HUMAN,A1AG2_HUMAN,712,511,201,3,19.0,23.0,21.0,19.0,23.0,0.73,0.72,0.72,0.72,0.73,0.17,0.13,0.13,0.13,0.17,31.671875,31.671875,31.71875,31.671875,31.71875,A1AG2_HUMAN,AMYP_HUMAN,0.3,0.3666666666666667,0.23333333333333328,0.367:0.233:0.3,0.7233333333333333,0.14333333333333334,0.73:0.72:0.72,0.17:0.13:0.13,https://www.uniprot.org/uniprotkb/AMYP_HUMAN/entry
APOC3_HUMAN,A1AG2_HUMAN,300,99,201,3,5.0,5.0,10.0,5.0,10.0,0.63,0.63,0.61,0.61,0.63,0.31,0.21,0.14,0.14,0.31,31.71875,31.703125,31.671875,31.671875,31.71875,A1AG2_HUMAN,APOC3_HUMAN,0.7777777777777778,0.8333333333333334,0.6666666666666667,0.833:0.833:0.667,0.6233333333333334,0.22,0.63:0.63:0.61,0.31:0.21:0.14,https://www.uniprot.org/uniprotkb/APOC3_HUMAN/entry
ASGR1_HUMAN,A1AG2_HUMAN,492,291,201,3,5.0,8.0,7.0,5.0,8.0,0.48,0.46,0.46,0.46,0.48,0.25,0.19,0.18,0.18,0.25,31.734375,31.6875,31.734375,31.6875,31.734375,A1AG2_HUMAN,ASGR1_HUMAN,0.7777777777777778,0.8333333333333334,0.7333333333333334,0.833:0.733:0.767,0.4666666666666666,0.20666666666666667,0.48:0.46:0.46,0.25:0.19:0.18,https://www.uniprot.org/uniprotkb/ASGR1_HUMAN/entry
AXA2L_HUMAN,A1AG2_HUMAN,540,339,201,3,4.0,7.0,11.0,4.0,11.0,0.61,0.6,0.65,0.6,0.65,0.47,0.27,0.25,0.25,0.47,31.640625,31.640625,31.625,31.625,31.640625,A1AG2_HUMAN,AXA2L_HUMAN,0.7555555555555555,0.8666666666666667,0.6333333333333333,0.867:0.767:0.633,0.62,0.33,0.61:0.6:0.65,0.47:0.27:0.25,https://www.uniprot.org/uniprotkb/AXA2L_HUMAN/entry
BGLR_HUMAN,A1AG2_HUMAN,852,651,201,3,7.0,8.0,11.0,7.0,11.0,0.75,0.75,0.74,0.74,0.75,0.38,0.36,0.25,0.25,0.38,31.703125,31.671875,31.6875,31.671875,31.703125,A1AG2_HUMAN,BGLR_HUMAN,0.7111111111111111,0.7666666666666666,0.6333333333333333,0.767:0.733:0.633,0.7466666666666667,0.33,0.75:0.75:0.74,0.38:0.36:0.25,https://www.uniprot.org/uniprotkb/BGLR_HUMAN/entry
C1QB_HUMAN,A1AG2_HUMAN,454,253,201,3,4.0,4.0,8.0,4.0,8.0,0.49,0.48,0.49,0.48,0.49,0.31,0.28,0.22,0.22,0.31,31.71875,31.703125,31.734375,31.703125,31.734375,A1AG2_HUMAN,C1QB_HUMAN,0.8222222222222223,0.8666666666666667,0.7333333333333334,0.867:0.867:0.733,0.48666666666666664,0.27,0.49:0.48:0.49,0.31:0.28:0.22,https://www.uniprot.org/uniprotkb/C1QB_HUMAN/entry
C1R_HUMAN,A1AG2_HUMAN,906,705,201,3,16.0,26.0,26.0,16.0,26.0,0.54,0.53,0.51,0.51,0.54,0.21,0.13,0.13,0.13,0.21,31.734375,31.734375,31.71875,31.71875,31.734375,A1AG2_HUMAN,C1R_HUMAN,0.24444444444444444,0.4666666666666667,0.1333333333333333,0.467:0.133:0.133,0.5266666666666667,0.15666666666666665,0.54:0.53:0.51,0.21:0.13:0.13,https://www.uniprot.org/uniprotkb/C1R_HUMAN/entry
CBPB1_HUMAN,A1AG2_HUMAN,618,417,201,3,4.0,10.0,17.0,4.0,17.0,0.65,0.69,0.67,0.65,0.69,0.41,0.28,0.15,0.15,0.41,31.65625,31.609375,31.640625,31.609375,31.65625,A1AG2_HUMAN,CBPB1_HUMAN,0.6555555555555556,0.8666666666666667,0.43333333333333335,0.867:0.667:0.433,0.6699999999999999,0.27999999999999997,0.65:0.69:0.67,0.41:0.28:0.15,https://www.uniprot.org/uniprotkb/CBPB1_HUMAN/entry
CCL22_HUMAN,A1AG2_HUMAN,294,93,201,3,4.0,5.0,9.0,4.0,9.0,0.67,0.66,0.66,0.66,0.67,0.26,0.25,0.23,0.23,0.26,31.546875,31.65625,31.65625,31.546875,31.65625,A1AG2_HUMAN,CCL22_HUMAN,0.8000000000000002,0.8666666666666667,0.7,0.867:0.833:0.7,0.6633333333333334,0.24666666666666667,0.67:0.66:0.66,0.26:0.25:0.23,https://www.uniprot.org/uniprotkb/CCL22_HUMAN/entry
CD20_HUMAN,A1AG2_HUMAN,498,297,201,3,11.0,18.0,16.0,11.0,18.0,0.43,0.42,0.41,0.41,0.43,0.2,0.16,0.16,0.16,0.2,31.71875,31.71875,31.734375,31.71875,31.734375,A1AG2_HUMAN,CD20_HUMAN,0.5,0.6333333333333333,0.4,0.633:0.4:0.467,0.42,0.17333333333333334,0.43:0.42:0.41,0.2:0.16:0.16,https://www.uniprot.org/uniprotkb/CD20_HUMAN/entry
CD5L_HUMAN,A1AG2_HUMAN,548,347,201,3,8.0,15.0,19.0,8.0,19.0,0.5,0.4,0.4,0.4,0.5,0.46,0.2,0.15,0.15,0.46,31.6875,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,CD5L_HUMAN,0.5333333333333333,0.7333333333333334,0.3666666666666667,0.733:0.5:0.367,0.43333333333333335,0.27,0.5:0.4:0.4,0.46:0.2:0.15,https://www.uniprot.org/uniprotkb/CD5L_HUMAN/entry
CEBPB_HUMAN,A1AG2_HUMAN,546,345,201,3,4.0,5.0,6.0,4.0,6.0,0.42,0.4,0.41,0.4,0.42,0.35,0.31,0.27,0.27,0.35,31.703125,31.6875,31.71875,31.6875,31.71875,A1AG2_HUMAN,CEBPB_HUMAN,0.8333333333333334,0.8666666666666667,0.8,0.867:0.833:0.8,0.41,0.31,0.42:0.4:0.41,0.35:0.31:0.27,https://www.uniprot.org/uniprotkb/CEBPB_HUMAN/entry
CFAD_HUMAN,A1AG2_HUMAN,454,253,201,3,9.0,10.0,10.0,9.0,10.0,0.52,0.54,0.53,0.52,0.54,0.22,0.2,0.19,0.19,0.22,31.609375,31.671875,31.671875,31.609375,31.671875,A1AG2_HUMAN,CFAD_HUMAN,0.6777777777777777,0.7,0.6666666666666667,0.7:0.667:0.667,0.53,0.20333333333333337,0.52:0.54:0.53,0.22:0.2:0.19,https://www.uniprot.org/uniprotkb/CFAD_HUMAN/entry
CFAI_HUMAN,A1AG2_HUMAN,784,583,201,3,7.0,13.0,18.0,7.0,18.0,0.67,0.68,0.66,0.66,0.68,0.28,0.19,0.14,0.14,0.28,31.703125,31.703125,31.734375,31.703125,31.734375,A1AG2_HUMAN,CFAI_HUMAN,0.5777777777777778,0.7666666666666666,0.4,0.767:0.567:0.4,0.67,0.20333333333333337,0.67:0.68:0.66,0.28:0.19:0.14,https://www.uniprot.org/uniprotkb/CFAI_HUMAN/entry
CHLE_HUMAN,A1AG2_HUMAN,803,602,201,3,18.0,22.0,23.0,18.0,23.0,0.69,0.69,0.69,0.69,0.69,0.15,0.14,0.14,0.14,0.15,31.703125,31.734375,31.6875,31.6875,31.734375,A1AG2_HUMAN,CHLE_HUMAN,0.3,0.4,0.23333333333333328,0.4:0.267:0.233,0.69,0.14333333333333334,0.69:0.69:0.69,0.15:0.14:0.14,https://www.uniprot.org/uniprotkb/CHLE_HUMAN/entry
DQA2_HUMAN,A1AG2_HUMAN,456,255,201,3,12.0,15.0,11.0,11.0,15.0,0.51,0.49,0.47,0.47,0.51,0.32,0.21,0.18,0.18,0.32,31.71875,31.71875,31.703125,31.703125,31.71875,A1AG2_HUMAN,DQA2_HUMAN,0.5777777777777778,0.6333333333333333,0.5,0.6:0.5:0.633,0.49,0.23666666666666666,0.51:0.49:0.47,0.32:0.21:0.18,https://www.uniprot.org/uniprotkb/DQA2_HUMAN/entry
ELNE_HUMAN,A1AG2_HUMAN,468,267,201,3,8.0,10.0,9.0,8.0,10.0,0.53,0.53,0.52,0.52,0.53,0.27,0.2,0.18,0.18,0.27,31.671875,31.703125,31.6875,31.671875,31.703125,A1AG2_HUMAN,ELNE_HUMAN,0.7000000000000001,0.7333333333333334,0.6666666666666667,0.733:0.667:0.7,0.5266666666666667,0.21666666666666667,0.53:0.53:0.52,0.27:0.2:0.18,https://www.uniprot.org/uniprotkb/ELNE_HUMAN/entry
ERBB2_HUMAN,A1AG2_HUMAN,1456,1255,201,3,13.0,15.0,23.0,13.0,23.0,0.51,0.49,0.49,0.49,0.51,0.39,0.33,0.19,0.19,0.39,31.71875,31.71875,31.71875,31.71875,31.71875,A1AG2_HUMAN,ERBB2_HUMAN,0.4333333333333333,0.5666666666666667,0.23333333333333328,0.567:0.5:0.233,0.49666666666666665,0.3033333333333333,0.51:0.49:0.49,0.39:0.33:0.19,https://www.uniprot.org/uniprotkb/ERBB2_HUMAN/entry
FCN3_HUMAN,A1AG2_HUMAN,500,299,201,3,7.0,12.0,12.0,7.0,12.0,0.48,0.5,0.49,0.48,0.5,0.22,0.18,0.17,0.17,0.22,31.6875,31.703125,31.6875,31.6875,31.703125,A1AG2_HUMAN,FCN3_HUMAN,0.6555555555555556,0.7666666666666666,0.6,0.767:0.6:0.6,0.49,0.19000000000000003,0.48:0.5:0.49,0.22:0.18:0.17,https://www.uniprot.org/uniprotkb/FCN3_HUMAN/entry
FUCO_HUMAN,A1AG2_HUMAN,667,466,201,3,14.0,13.0,20.0,13.0,20.0,0.68,0.68,0.68,0.68,0.68,0.17,0.16,0.14,0.14,0.17,31.734375,31.6875,31.71875,31.6875,31.734375,A1AG2_HUMAN,FUCO_HUMAN,0.47777777777777786,0.5666666666666667,0.33333333333333337,0.533:0.567:0.333,0.68,0.15666666666666668,0.68:0.68:0.68,0.17:0.16:0.14,https://www.uniprot.org/uniprotkb/FUCO_HUMAN/entry
G3P_HUMAN,A1AG2_HUMAN,536,335,201,3,21.0,20.0,23.0,20.0,23.0,0.64,0.64,0.64,0.64,0.64,0.13,0.12,0.12,0.12,0.13,31.640625,31.65625,31.640625,31.640625,31.65625,A1AG2_HUMAN,G3P_HUMAN,0.2888888888888889,0.33333333333333337,0.23333333333333328,0.3:0.333:0.233,0.64,0.12333333333333334,0.64:0.64:0.64,0.13:0.12:0.12,https://www.uniprot.org/uniprotkb/G3P_HUMAN/entry
GELS_HUMAN,A1AG2_HUMAN,983,782,201,3,7.0,10.0,20.0,7.0,20.0,0.73,0.71,0.73,0.71,0.73,0.28,0.23,0.17,0.17,0.28,31.71875,31.703125,31.703125,31.703125,31.71875,A1AG2_HUMAN,GELS_HUMAN,0.5888888888888889,0.7666666666666666,0.33333333333333337,0.767:0.667:0.333,0.7233333333333333,0.22666666666666668,0.73:0.71:0.73,0.28:0.23:0.17,https://www.uniprot.org/uniprotkb/GELS_HUMAN/entry
HEP2_HUMAN,A1AG2_HUMAN,700,499,201,3,7.0,11.0,18.0,7.0,18.0,0.59,0.6,0.6,0.59,0.6,0.23,0.2,0.15,0.15,0.23,31.703125,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,HEP2_HUMAN,0.6,0.7666666666666666,0.4,0.767:0.633:0.4,0.5966666666666667,0.19333333333333336,0.59:0.6:0.6,0.23:0.2:0.15,https://www.uniprot.org/uniprotkb/HEP2_HUMAN/entry
HRG_HUMAN,A1AG2_HUMAN,726,525,201,3,5.0,11.0,11.0,5.0,11.0,0.59,0.45,0.47,0.45,0.59,0.6,0.21,0.15,0.15,0.6,31.6875,31.71875,31.71875,31.6875,31.71875,A1AG2_HUMAN,HRG_HUMAN,0.7000000000000001,0.8333333333333334,0.6333333333333333,0.833:0.633:0.633,0.5033333333333333,0.32,0.59:0.45:0.47,0.6:0.21:0.15,https://www.uniprot.org/uniprotkb/HRG_HUMAN/entry
IBP3_HUMAN,A1AG2_HUMAN,492,291,201,3,4.0,5.0,7.0,4.0,7.0,0.59,0.46,0.46,0.46,0.59,0.6,0.27,0.23,0.23,0.6,31.71875,31.71875,31.65625,31.65625,31.71875,A1AG2_HUMAN,IBP3_HUMAN,0.8222222222222223,0.8666666666666667,0.7666666666666666,0.867:0.833:0.767,0.5033333333333333,0.3666666666666667,0.59:0.46:0.46,0.6:0.27:0.23,https://www.uniprot.org/uniprotkb/IBP3_HUMAN/entry
IFN10_HUMAN,A1AG2_HUMAN,390,189,201,3,5.0,5.0,7.0,5.0,7.0,0.53,0.52,0.51,0.51,0.53,0.25,0.21,0.21,0.21,0.25,31.609375,31.6875,31.65625,31.609375,31.6875,A1AG2_HUMAN,IFN10_HUMAN,0.8111111111111112,0.8333333333333334,0.7666666666666666,0.833:0.833:0.767,0.52,0.2233333333333333,0.53:0.52:0.51,0.25:0.21:0.21,https://www.uniprot.org/uniprotkb/IFN10_HUMAN/entry
MBL2_HUMAN,A1AG2_HUMAN,449,248,201,3,5.0,5.0,4.0,4.0,5.0,0.48,0.5,0.51,0.48,0.51,0.24,0.23,0.22,0.22,0.24,31.65625,31.734375,31.734375,31.65625,31.734375,A1AG2_HUMAN,MBL2_HUMAN,0.8444444444444444,0.8666666666666667,0.8333333333333334,0.833:0.833:0.867,0.49666666666666665,0.22999999999999998,0.48:0.5:0.51,0.24:0.23:0.22,https://www.uniprot.org/uniprotkb/MBL2_HUMAN/entry
PAEP_HUMAN,A1AG2_HUMAN,381,180,201,3,2.0,2.0,6.0,2.0,6.0,0.78,0.77,0.63,0.63,0.78,0.69,0.67,0.39,0.39,0.69,31.578125,31.65625,31.546875,31.546875,31.65625,A1AG2_HUMAN,PAEP_HUMAN,0.888888888888889,0.9333333333333333,0.8,0.933:0.933:0.8,0.7266666666666667,0.5833333333333334,0.78:0.77:0.63,0.69:0.67:0.39,https://www.uniprot.org/uniprotkb/PAEP_HUMAN/entry
PLF4_HUMAN,A1AG2_HUMAN,302,101,201,3,5.0,7.0,10.0,5.0,10.0,0.65,0.64,0.63,0.63,0.65,0.25,0.2,0.17,0.17,0.25,31.6875,31.71875,31.703125,31.6875,31.71875,A1AG2_HUMAN,PLF4_HUMAN,0.7555555555555555,0.8333333333333334,0.6666666666666667,0.833:0.767:0.667,0.64,0.20666666666666667,0.65:0.64:0.63,0.25:0.2:0.17,https://www.uniprot.org/uniprotkb/PLF4_HUMAN/entry
PRL_HUMAN,A1AG2_HUMAN,428,227,201,3,9.0,8.0,7.0,7.0,9.0,0.52,0.49,0.51,0.49,0.52,0.22,0.22,0.21,0.21,0.22,31.65625,31.65625,31.703125,31.65625,31.703125,A1AG2_HUMAN,PRL_HUMAN,0.7333333333333334,0.7666666666666666,0.7,0.7:0.733:0.767,0.5066666666666667,0.21666666666666667,0.52:0.49:0.51,0.22:0.22:0.21,https://www.uniprot.org/uniprotkb/PRL_HUMAN/entry
TFR1_HUMAN,A1AG2_HUMAN,961,760,201,3,9.0,22.0,23.0,9.0,23.0,0.68,0.69,0.68,0.68,0.69,0.29,0.17,0.16,0.16,0.29,31.703125,31.703125,31.703125,31.703125,31.703125,A1AG2_HUMAN,TFR1_HUMAN,0.39999999999999997,0.7,0.23333333333333328,0.7:0.267:0.233,0.6833333333333335,0.20666666666666667,0.68:0.69:0.68,0.29:0.17:0.16,https://www.uniprot.org/uniprotkb/TFR1_HUMAN/entry
TF_HUMAN,A1AG2_HUMAN,496,295,201,3,6.0,8.0,13.0,6.0,13.0,0.44,0.45,0.45,0.44,0.45,0.24,0.2,0.13,0.13,0.24,31.671875,31.703125,31.71875,31.671875,31.71875,A1AG2_HUMAN,TF_HUMAN,0.7000000000000001,0.8,0.5666666666666667,0.8:0.733:0.567,0.4466666666666667,0.19000000000000003,0.44:0.45:0.45,0.24:0.2:0.13,https://www.uniprot.org/uniprotkb/TF_HUMAN/entry
TLR4_HUMAN,A1AG2_HUMAN,1040,839,201,3,10.0,15.0,18.0,10.0,18.0,0.66,0.63,0.62,0.62,0.66,0.42,0.25,0.23,0.23,0.42,31.703125,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,TLR4_HUMAN,0.5222222222222223,0.6666666666666667,0.4,0.667:0.5:0.4,0.6366666666666667,0.3,0.66:0.63:0.62,0.42:0.25:0.23,https://www.uniprot.org/uniprotkb/TLR4_HUMAN/entry
TSP1_HUMAN,A1AG2_HUMAN,1371,1170,201,3,25.0,24.0,24.0,24.0,25.0,0.5,0.47,0.48,0.47,0.5,0.19,0.18,0.16,0.16,0.19,31.734375,31.734375,31.71875,31.71875,31.734375,A1AG2_HUMAN,TSP1_HUMAN,0.18888888888888886,0.19999999999999996,0.16666666666666663,0.167:0.2:0.2,0.48333333333333334,0.17666666666666667,0.5:0.47:0.48,0.19:0.18:0.16,https://www.uniprot.org/uniprotkb/TSP1_HUMAN/entry
TTHY_HUMAN,A1AG2_HUMAN,348,147,201,3,8.0,7.0,6.0,6.0,8.0,0.65,0.61,0.57,0.57,0.65,0.38,0.26,0.2,0.2,0.38,31.6875,31.59375,31.609375,31.59375,31.6875,A1AG2_HUMAN,TTHY_HUMAN,0.7666666666666666,0.8,0.7333333333333334,0.733:0.767:0.8,0.61,0.28,0.65:0.61:0.57,0.38:0.26:0.2,https://www.uniprot.org/uniprotkb/TTHY_HUMAN/entry
UD19_HUMAN,A1AG2_HUMAN,731,530,201,3,7.0,10.0,19.0,7.0,19.0,0.69,0.67,0.67,0.67,0.69,0.26,0.25,0.17,0.17,0.26,31.703125,31.703125,31.703125,31.703125,31.703125,A1AG2_HUMAN,UD19_HUMAN,0.6,0.7666666666666666,0.3666666666666667,0.767:0.667:0.367,0.6766666666666666,0.22666666666666668,0.69:0.67:0.67,0.26:0.25:0.17,https://www.uniprot.org/uniprotkb/UD19_HUMAN/entry
A1BG_HUMAN,A1AG2_HUMAN,696,495,201,3,5.0,8.0,12.0,5.0,12.0,0.61,0.61,0.63,0.61,0.63,0.39,0.26,0.21,0.21,0.39,31.671875,31.65625,31.671875,31.65625,31.671875,A1AG2_HUMAN,A1BG_HUMAN,0.7222222222222223,0.8333333333333334,0.6,0.833:0.733:0.6,0.6166666666666667,0.2866666666666667,0.61:0.61:0.63,0.39:0.26:0.21,https://www.uniprot.org/uniprotkb/A1BG_HUMAN/entry
A2AP_HUMAN,A1AG2_HUMAN,692,491,201,3,6.0,6.0,7.0,6.0,7.0,0.61,0.6,0.6,0.6,0.61,0.32,0.26,0.25,0.25,0.32,31.671875,31.703125,31.71875,31.671875,31.71875,A1AG2_HUMAN,A2AP_HUMAN,0.7888888888888889,0.8,0.7666666666666666,0.8:0.8:0.767,0.6033333333333334,0.27666666666666667,0.61:0.6:0.6,0.32:0.26:0.25,https://www.uniprot.org/uniprotkb/A2AP_HUMAN/entry
A4_HUMAN,A1AG2_HUMAN,971,770,201,3,3.0,18.0,21.0,3.0,21.0,0.4,0.3,0.3,0.3,0.4,0.69,0.19,0.18,0.18,0.69,31.71875,31.71875,31.703125,31.703125,31.71875,A1AG2_HUMAN,A4_HUMAN,0.5333333333333333,0.9,0.30000000000000004,0.9:0.4:0.3,0.3333333333333333,0.3533333333333333,0.4:0.3:0.3,0.69:0.19:0.18,https://www.uniprot.org/uniprotkb/A4_HUMAN/entry
ANK1_HUMAN,A1AG2_HUMAN,2082,1881,201,3,11.0,16.0,17.0,11.0,17.0,0.43,0.45,0.44,0.43,0.45,0.38,0.31,0.31,0.31,0.38,31.71875,31.734375,31.734375,31.71875,31.734375,A1AG2_HUMAN,ANK1_HUMAN,0.5111111111111112,0.6333333333333333,0.43333333333333335,0.633:0.467:0.433,0.44,0.3333333333333333,0.43:0.45:0.44,0.38:0.31:0.31,https://www.uniprot.org/uniprotkb/ANK1_HUMAN/entry
APOA1_HUMAN,A1AG2_HUMAN,468,267,201,3,4.0,5.0,5.0,4.0,5.0,0.46,0.44,0.44,0.44,0.46,0.28,0.24,0.23,0.23,0.28,31.6875,31.6875,31.71875,31.6875,31.71875,A1AG2_HUMAN,APOA1_HUMAN,0.8444444444444446,0.8666666666666667,0.8333333333333334,0.867:0.833:0.833,0.4466666666666667,0.25,0.46:0.44:0.44,0.28:0.24:0.23,https://www.uniprot.org/uniprotkb/APOA1_HUMAN/entry
APOA4_HUMAN,A1AG2_HUMAN,597,396,201,3,4.0,5.0,8.0,4.0,8.0,0.68,0.62,0.52,0.52,0.68,0.55,0.45,0.26,0.26,0.55,31.671875,31.671875,31.671875,31.671875,31.671875,A1AG2_HUMAN,APOA4_HUMAN,0.8111111111111112,0.8666666666666667,0.7333333333333334,0.867:0.833:0.733,0.6066666666666667,0.42,0.68:0.62:0.52,0.55:0.45:0.26,https://www.uniprot.org/uniprotkb/APOA4_HUMAN/entry
C1QC_HUMAN,A1AG2_HUMAN,446,245,201,3,3.0,3.0,7.0,3.0,7.0,0.49,0.5,0.49,0.49,0.5,0.41,0.36,0.19,0.19,0.41,31.671875,31.734375,31.734375,31.671875,31.734375,A1AG2_HUMAN,C1QC_HUMAN,0.8555555555555555,0.9,0.7666666666666666,0.9:0.9:0.767,0.49333333333333335,0.32,0.49:0.5:0.49,0.41:0.36:0.19,https://www.uniprot.org/uniprotkb/C1QC_HUMAN/entry
CCL16_HUMAN,A1AG2_HUMAN,321,120,201,3,6.0,9.0,7.0,6.0,9.0,0.62,0.61,0.6,0.6,0.62,0.22,0.2,0.19,0.19,0.22,31.71875,31.6875,31.671875,31.671875,31.71875,A1AG2_HUMAN,CCL16_HUMAN,0.7555555555555555,0.8,0.7,0.8:0.7:0.767,0.61,0.20333333333333337,0.62:0.61:0.6,0.22:0.2:0.19,https://www.uniprot.org/uniprotkb/CCL16_HUMAN/entry
CCL3_HUMAN,A1AG2_HUMAN,293,92,201,3,3.0,6.0,5.0,3.0,6.0,0.67,0.67,0.66,0.66,0.67,0.32,0.28,0.25,0.25,0.32,31.625,31.5625,31.6875,31.5625,31.6875,A1AG2_HUMAN,CCL3_HUMAN,0.8444444444444446,0.9,0.8,0.9:0.8:0.833,0.6666666666666666,0.2833333333333334,0.67:0.67:0.66,0.32:0.28:0.25,https://www.uniprot.org/uniprotkb/CCL3_HUMAN/entry
CD59_HUMAN,A1AG2_HUMAN,329,128,201,3,7.0,6.0,5.0,5.0,7.0,0.63,0.62,0.61,0.61,0.63,0.28,0.25,0.24,0.24,0.28,31.671875,31.703125,31.671875,31.671875,31.703125,A1AG2_HUMAN,CD59_HUMAN,0.7999999999999999,0.8333333333333334,0.7666666666666666,0.767:0.8:0.833,0.62,0.25666666666666665,0.63:0.62:0.61,0.28:0.25:0.24,https://www.uniprot.org/uniprotkb/CD59_HUMAN/entry
CETP_HUMAN,A1AG2_HUMAN,694,493,201,3,6.0,21.0,21.0,6.0,21.0,0.67,0.66,0.64,0.64,0.67,0.36,0.15,0.12,0.12,0.36,31.703125,31.71875,31.703125,31.703125,31.71875,A1AG2_HUMAN,CETP_HUMAN,0.46666666666666673,0.8,0.30000000000000004,0.8:0.3:0.3,0.6566666666666667,0.21,0.67:0.66:0.64,0.36:0.15:0.12,https://www.uniprot.org/uniprotkb/CETP_HUMAN/entry
CO8A_HUMAN,A1AG2_HUMAN,785,584,201,3,10.0,10.0,17.0,10.0,17.0,0.57,0.56,0.56,0.56,0.57,0.26,0.23,0.15,0.15,0.26,31.71875,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,CO8A_HUMAN,0.5888888888888889,0.6666666666666667,0.43333333333333335,0.667:0.667:0.433,0.5633333333333334,0.21333333333333335,0.57:0.56:0.56,0.26:0.23:0.15,https://www.uniprot.org/uniprotkb/CO8A_HUMAN/entry
CP1A2_HUMAN,A1AG2_HUMAN,717,516,201,3,17.0,18.0,22.0,17.0,22.0,0.72,0.7,0.71,0.7,0.72,0.21,0.15,0.14,0.14,0.21,31.6875,31.6875,31.6875,31.6875,31.6875,A1AG2_HUMAN,CP1A2_HUMAN,0.3666666666666667,0.43333333333333335,0.2666666666666667,0.433:0.4:0.267,0.71,0.16666666666666666,0.72:0.7:0.71,0.21:0.15:0.14,https://www.uniprot.org/uniprotkb/CP1A2_HUMAN/entry
FYB1_HUMAN,A1AG2_HUMAN,984,783,201,3,13.0,20.0,17.0,13.0,20.0,0.29,0.29,0.29,0.29,0.29,0.22,0.2,0.17,0.17,0.22,31.71875,31.71875,31.71875,31.71875,31.71875,A1AG2_HUMAN,FYB1_HUMAN,0.4444444444444445,0.5666666666666667,0.33333333333333337,0.567:0.333:0.433,0.29,0.19666666666666668,0.29:0.29:0.29,0.22:0.2:0.17,https://www.uniprot.org/uniprotkb/FYB1_HUMAN/entry
